date,WEAPON LAWS,WARRANTS,NON-CRIMINAL,ASSAULT,OTHER OFFENSES,MISSING PERSON,LARCENY/THEFT,BURGLARY,STOLEN PROPERTY,ROBBERY,FRAUD,DRUG/NARCOTIC,VEHICLE THEFT,RECOVERED VEHICLE,VANDALISM,ARSON,PROSTITUTION,SECONDARY CODES,SUSPICIOUS OCC,DRUNKENNESS,TRESPASS,"SEX OFFENSES, NON FORCIBLE","SEX OFFENSES, FORCIBLE",RUNAWAY,KIDNAPPING,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,FORGERY/COUNTERFEITING,EMBEZZLEMENT,BRIBERY,FAMILY OFFENSES,GAMBLING,SUICIDE,LIQUOR LAWS,EXTORTION,LOITERING,TREA,BAD CHECKS,PORNOGRAPHY/OBSCENE MAT
2016-04-28,1,26,47,29,61,7,96,13,3,8,9,22,17,4,17,0,44,4,19,0,7,0,7,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0
2016-04-29,8,16,62,40,60,10,107,32,3,10,6,8,12,1,28,0,0,2,10,3,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2016-04-30,4,24,61,37,52,11,102,15,3,9,4,20,22,2,22,7,0,1,9,3,6,0,0,0,0,1,0,0,0,0,1,1,2,5,0,0,0,0,0
2016-05-01,5,16,61,52,60,19,101,14,4,10,7,23,16,0,25,0,0,10,22,2,5,0,10,1,0,4,0,2,1,1,0,0,0,1,0,0,0,0,0
2016-05-02,4,15,55,35,48,12,97,17,1,10,2,13,20,1,19,0,0,5,11,0,3,0,7,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0
2016-05-03,4,15,42,32,40,10,91,11,2,8,6,17,10,1,22,1,0,7,18,1,2,1,2,0,0,1,1,2,0,0,0,0,0,3,0,0,0,0,0
2016-05-04,6,24,57,23,53,16,89,14,2,8,4,13,15,2,33,0,1,4,16,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-05-05,2,19,55,45,81,16,95,11,4,6,7,20,18,4,19,0,0,7,24,1,9,1,1,1,0,1,0,5,2,0,0,0,0,1,0,1,0,0,0
2016-05-06,7,17,56,23,58,9,127,14,0,9,9,23,24,1,25,0,0,9,14,1,6,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-07,5,24,59,39,62,11,107,11,0,7,9,17,11,4,16,1,0,6,15,2,5,0,1,0,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0
2016-05-08,4,19,53,44,29,8,80,12,2,7,3,12,15,2,14,0,0,5,13,2,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-05-09,5,18,36,40,44,13,79,19,0,7,2,7,12,8,12,1,0,0,12,2,2,0,1,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0
2016-05-10,4,24,49,28,56,14,95,8,3,8,2,9,10,2,25,0,5,3,21,0,4,1,1,0,0,3,3,3,0,0,0,0,0,1,0,0,0,0,0
2016-05-11,7,19,49,26,64,9,90,7,4,5,9,16,22,2,22,1,0,5,12,2,3,0,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-05-12,8,25,39,33,58,12,102,11,0,9,10,16,17,0,21,3,0,5,14,1,4,0,4,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-05-13,6,15,49,39,51,14,124,13,0,9,5,11,12,1,26,0,24,6,15,3,6,0,4,0,1,1,0,4,1,0,0,0,1,1,0,0,0,0,0
2016-05-14,3,27,53,28,54,12,122,11,2,13,8,5,20,0,24,1,0,4,15,3,5,0,2,2,1,1,2,2,1,1,0,0,2,1,1,0,0,0,0
2016-05-15,1,18,76,46,56,6,111,11,2,18,4,8,22,0,22,0,0,5,23,4,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-16,0,14,61,44,63,9,107,7,3,14,13,14,17,4,13,0,0,4,23,0,13,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2016-05-17,5,27,50,44,59,10,100,14,2,7,11,18,18,1,16,1,3,3,10,2,15,0,3,0,1,6,1,1,0,0,0,1,0,2,0,0,0,0,0
2016-05-18,5,16,46,32,62,10,101,17,1,7,6,21,22,1,12,0,0,1,11,2,8,0,1,0,0,4,1,2,0,0,0,0,0,3,0,0,0,0,0
2016-05-19,6,15,58,26,48,11,102,17,3,11,6,9,14,4,19,0,3,5,12,1,14,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,3,21,53,54,62,9,119,28,1,10,8,8,10,2,16,1,6,6,16,3,7,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0
2016-05-21,1,14,60,31,41,24,120,9,1,9,4,11,12,0,19,0,0,5,14,0,3,0,4,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,3,17,40,34,45,5,109,13,2,10,7,6,13,1,27,1,0,3,12,1,3,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,2,20,59,38,68,9,132,23,6,13,10,10,24,1,25,5,0,2,13,2,10,0,1,2,1,1,2,4,0,1,1,0,0,0,0,0,0,0,0
2016-05-24,1,18,57,39,51,7,126,21,5,15,9,10,16,2,23,0,0,5,16,2,9,1,3,1,1,2,0,7,1,0,0,0,1,0,0,0,0,0,0
2016-05-25,8,11,36,40,48,11,104,15,5,9,5,12,26,2,22,0,1,4,17,0,4,1,4,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,5,17,49,31,50,6,129,13,3,8,6,7,12,1,20,0,1,3,16,0,8,0,4,0,1,6,1,3,1,1,0,0,0,0,0,0,0,0,0
2016-05-27,3,13,53,40,50,19,144,14,3,9,9,4,19,1,30,2,0,3,17,0,6,0,8,0,2,2,2,5,0,0,1,0,0,0,0,0,0,0,0
2016-05-28,4,18,47,34,44,5,126,11,0,7,7,8,11,0,25,0,1,4,13,3,5,0,2,0,1,5,2,1,1,0,1,0,0,0,0,0,0,0,0
2016-05-29,12,8,59,35,43,9,145,20,3,10,6,8,11,0,22,2,0,12,17,4,8,0,3,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2016-05-30,4,17,37,31,71,4,121,11,7,4,10,17,16,2,19,0,0,5,20,1,0,0,1,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0
2016-05-31,3,22,54,44,49,16,109,10,6,3,6,17,8,2,21,2,0,5,14,0,6,1,5,0,0,1,2,5,1,0,0,0,0,1,0,0,0,0,0
2016-06-01,5,26,43,48,66,22,111,15,3,15,9,14,15,3,31,1,1,4,22,2,7,0,2,0,0,3,1,2,2,0,1,0,0,1,1,0,0,0,0
2016-06-02,7,21,60,27,42,8,114,19,5,6,10,14,15,1,23,0,0,7,17,2,9,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,6,10,52,52,41,16,87,9,5,8,6,13,19,2,27,0,0,4,11,1,1,0,3,0,0,1,1,3,0,2,0,0,0,1,0,0,0,0,0
2016-06-04,4,10,40,30,46,12,117,20,5,6,3,8,15,0,20,2,0,3,11,3,6,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,4,8,44,46,47,9,103,16,1,9,6,5,14,1,31,0,0,2,9,2,1,0,4,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0
2016-06-06,2,11,32,32,41,3,90,12,2,5,7,11,15,0,29,0,0,4,12,1,8,0,4,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0
2016-06-07,2,15,53,25,58,10,101,13,2,7,8,10,13,1,34,1,0,3,11,1,7,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,4,17,47,26,55,7,110,13,2,11,3,10,10,4,17,1,0,6,19,1,7,0,3,0,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0
2016-06-09,3,21,56,32,46,10,87,10,1,8,4,10,14,3,29,2,22,4,14,0,9,1,3,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0
2016-06-10,7,17,51,43,56,8,125,13,1,5,3,12,15,3,23,0,0,5,17,0,10,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,5,22,45,35,44,13,102,12,3,7,11,13,14,0,20,1,0,5,10,2,3,0,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-06-12,2,18,43,32,46,15,121,12,5,10,8,15,16,0,31,0,0,5,11,1,6,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,9,11,48,37,29,11,116,16,2,10,4,7,16,2,26,1,0,4,17,1,2,0,2,1,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0
2016-06-14,3,11,33,42,34,14,115,10,2,6,6,9,22,2,28,0,0,4,8,1,0,0,1,0,0,1,0,4,1,0,1,0,0,2,1,0,0,0,0
2016-06-15,8,25,43,37,64,16,109,11,0,10,3,11,17,0,36,1,0,8,18,2,5,0,3,0,1,2,0,3,1,0,0,1,0,1,0,0,0,0,0
2016-06-16,3,18,44,37,58,9,118,17,2,17,9,20,17,5,18,1,0,3,17,0,2,0,3,0,2,1,0,2,0,0,0,0,1,0,0,0,0,1,0
2016-06-17,6,12,68,30,49,15,119,18,2,4,6,5,20,3,18,0,2,3,14,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0
2016-06-18,3,11,51,33,34,16,133,16,1,9,5,18,13,1,30,1,0,3,14,0,4,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0
2016-06-19,3,13,43,25,41,11,111,8,1,14,3,8,18,1,25,1,2,1,10,0,4,0,5,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0
2016-06-20,3,16,47,39,49,12,111,9,4,9,6,21,13,4,20,0,0,6,21,1,1,0,5,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0
2016-06-21,0,22,54,37,55,10,126,9,4,5,13,6,13,2,23,0,0,5,18,2,9,0,3,1,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0
2016-06-22,5,10,56,36,68,18,128,19,3,11,5,11,13,2,23,0,0,5,14,0,11,0,3,0,0,5,0,3,0,0,0,2,0,1,0,0,0,0,0
2016-06-23,6,21,42,40,51,24,109,11,2,7,3,3,11,1,29,0,1,6,10,1,3,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
2016-06-24,5,23,58,41,58,9,124,15,2,12,6,10,19,3,30,3,1,6,13,0,8,0,3,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0
2016-06-25,5,18,61,65,65,13,134,13,5,13,6,4,21,2,23,3,0,11,27,3,3,0,5,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,8,14,52,49,57,8,147,12,5,12,8,16,17,2,28,1,1,7,15,3,4,0,7,0,1,1,2,0,0,0,0,1,1,0,0,1,0,0,0
2016-06-27,2,9,43,30,32,10,91,21,1,13,9,11,25,1,12,0,0,2,12,0,4,0,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2016-06-28,4,23,40,39,68,21,101,8,1,12,3,13,23,5,19,0,0,8,21,0,9,0,4,1,1,5,0,0,0,0,0,1,0,0,0,0,0,1,1
2016-06-29,4,18,37,26,51,11,93,14,0,6,10,14,14,2,25,1,0,2,16,1,5,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-30,4,19,46,18,69,14,104,16,0,19,12,9,11,1,19,0,0,5,20,0,2,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2016-07-01,4,15,55,50,81,20,144,21,1,11,13,16,9,1,22,1,1,5,20,2,2,0,0,0,3,4,0,0,1,0,2,0,1,0,0,0,0,0,0
2016-07-02,5,16,48,31,30,23,111,18,1,7,4,3,16,0,16,1,0,1,12,2,2,0,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-07-03,9,14,38,27,52,14,109,13,3,7,7,22,16,1,21,1,0,3,20,2,3,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2016-07-04,4,11,41,36,59,5,75,20,3,11,3,11,11,1,26,2,0,2,10,1,7,0,1,0,0,3,3,0,2,0,0,0,1,1,1,1,0,0,0
2016-07-05,7,13,41,32,66,7,93,18,3,8,13,9,18,2,17,2,0,4,17,0,10,0,2,0,2,4,1,3,0,0,2,0,0,0,0,0,0,0,0
2016-07-06,8,18,48,30,70,8,101,20,4,8,9,22,14,0,22,0,0,4,17,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07,2,16,51,21,48,11,96,10,3,14,12,6,16,2,20,0,1,3,18,1,8,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0
2016-07-08,5,7,59,25,34,20,108,12,0,6,7,6,18,3,13,1,1,4,12,0,2,0,4,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0
2016-07-09,1,10,54,34,24,10,141,12,1,13,9,5,16,0,32,0,0,4,16,2,6,0,2,0,0,2,3,1,2,0,0,0,0,0,0,1,0,0,0
2016-07-10,3,11,37,36,39,17,113,11,2,11,7,10,18,1,28,1,0,4,12,0,2,0,4,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-11,5,16,49,48,56,9,117,17,3,10,8,15,16,0,18,1,0,2,16,1,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,8,17,38,36,40,7,98,18,1,14,5,14,13,1,22,2,0,7,19,0,10,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0
2016-07-13,9,19,46,36,49,7,85,16,1,10,5,6,12,2,14,3,1,5,16,1,8,1,2,0,1,3,0,2,0,1,0,0,0,0,2,0,0,0,1
2016-07-14,4,18,46,40,49,7,101,15,5,15,8,6,11,3,19,0,1,5,13,5,7,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,5,10,50,36,54,13,128,15,2,5,11,4,31,1,30,1,0,4,9,1,4,0,1,0,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0
2016-07-16,9,12,49,52,38,17,109,16,1,15,9,7,18,0,27,1,0,7,20,3,1,1,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,0,8,39,43,39,3,89,18,3,6,7,4,18,1,26,0,0,3,11,0,5,0,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
2016-07-18,2,17,38,21,55,13,99,17,3,13,8,9,10,2,41,0,0,4,20,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-07-19,3,16,49,38,56,2,109,21,6,9,15,3,19,3,19,2,0,4,24,0,6,0,1,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-07-20,5,24,50,33,51,18,81,11,2,6,7,6,13,0,19,0,0,2,13,0,4,1,3,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0
2016-07-21,5,11,48,23,41,19,105,27,5,6,14,8,20,2,24,1,0,4,10,0,4,2,4,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
2016-07-22,2,12,60,29,38,11,128,19,1,12,10,5,21,3,23,0,0,5,12,2,3,0,5,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2016-07-23,2,9,51,24,46,7,134,13,2,9,12,4,21,1,27,0,0,3,12,2,6,0,8,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2016-07-24,7,19,47,35,53,8,106,15,2,12,5,6,16,0,25,1,0,8,13,0,4,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0
2016-07-25,5,14,43,27,41,11,115,15,2,4,4,6,16,1,27,1,0,6,13,1,7,0,1,1,2,7,0,2,1,0,1,0,0,0,0,0,0,0,0
2016-07-26,6,20,40,30,41,12,110,16,3,5,13,9,19,5,35,0,0,3,10,1,7,0,0,1,0,2,1,3,0,0,0,0,0,0,1,0,0,1,0
2016-07-27,6,25,52,28,45,13,107,18,2,20,8,14,24,4,26,1,0,2,17,4,7,0,2,0,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0
2016-07-28,0,15,42,39,43,6,122,12,1,10,10,5,25,1,33,0,0,2,9,3,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
2016-07-29,6,6,41,30,52,15,119,20,0,10,6,3,21,1,28,2,0,4,15,2,8,0,0,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0
2016-07-30,2,17,46,36,41,5,136,14,0,12,8,14,18,2,27,0,0,1,26,0,3,1,2,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0
2016-07-31,3,17,55,41,49,8,126,15,7,11,5,6,17,2,28,0,1,5,10,1,6,0,2,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2016-08-01,5,18,66,37,61,12,127,20,6,14,13,13,25,0,24,3,0,2,20,4,3,0,3,0,1,2,0,1,2,1,0,0,1,0,0,0,0,0,0
2016-08-02,5,24,45,34,41,12,102,14,0,9,9,11,20,3,23,3,0,3,12,2,1,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0
2016-08-03,8,13,52,27,63,12,119,9,2,7,6,17,10,2,24,1,1,4,10,0,3,0,0,0,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0
2016-08-04,5,20,39,25,36,10,95,11,0,5,11,20,15,3,21,1,0,7,17,1,1,0,4,0,0,1,1,3,0,0,0,0,0,2,0,0,0,0,0
2016-08-05,5,21,54,40,63,6,122,21,2,6,9,11,19,3,20,0,0,7,19,2,4,0,2,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0
2016-08-06,2,9,50,37,56,14,131,14,4,8,11,17,18,1,27,0,0,4,11,1,4,0,5,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-08-07,4,10,47,35,49,11,120,7,1,8,4,21,16,3,27,0,0,1,17,1,8,0,1,0,0,1,3,1,1,0,1,0,2,0,0,0,0,0,0
2016-08-08,1,14,36,30,39,12,114,14,4,6,4,5,16,1,16,1,0,2,11,2,5,0,4,1,0,1,0,2,1,0,0,0,0,0,2,0,0,1,0
2016-08-09,6,12,38,43,59,11,102,15,1,6,2,12,22,5,19,0,0,2,11,1,3,0,3,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
2016-08-10,4,18,36,56,71,8,87,16,7,9,2,13,15,3,18,0,2,6,22,2,3,1,3,0,1,1,2,3,1,0,0,0,0,1,0,0,0,0,0
2016-08-11,3,19,45,33,66,15,99,20,2,13,8,20,22,0,24,4,0,6,7,0,3,0,1,0,0,2,1,2,1,0,1,0,0,1,0,0,0,0,0
2016-08-12,9,18,42,46,56,9,111,23,0,10,10,12,10,0,26,0,0,3,12,1,6,0,2,0,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0
2016-08-13,7,19,44,43,58,8,137,18,1,11,9,13,19,1,15,0,0,7,8,0,5,0,2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
2016-08-14,4,10,42,44,39,5,120,15,6,19,2,2,12,1,24,0,0,5,23,2,4,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2016-08-15,5,9,41,44,54,10,95,21,1,5,5,3,18,2,32,0,0,5,13,1,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
2016-08-16,4,13,41,35,53,9,103,10,3,4,7,17,13,7,30,0,0,5,7,1,5,0,4,0,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0
2016-08-17,1,15,37,32,47,6,102,16,2,9,4,12,21,3,23,0,0,3,19,0,6,0,2,0,0,4,3,5,0,0,0,0,2,0,0,0,0,0,0
2016-08-18,2,10,43,29,49,20,118,24,2,17,7,6,21,7,29,1,0,4,15,0,4,0,4,0,1,4,1,1,0,0,0,0,0,1,0,0,0,1,0
2016-08-19,3,14,49,34,52,11,103,13,1,7,6,10,23,1,25,2,0,6,13,1,3,0,4,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2016-08-20,0,7,38,31,50,8,105,13,3,11,5,4,14,0,29,1,0,1,19,0,1,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-08-21,4,18,46,34,50,9,110,16,7,13,10,13,25,1,22,0,0,5,10,4,6,0,6,0,1,3,0,2,1,0,0,0,1,0,1,0,0,0,0
2016-08-22,5,12,41,41,46,13,93,14,3,11,13,12,22,1,24,1,0,6,17,2,9,0,3,2,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0
2016-08-23,10,22,42,40,67,19,97,14,0,8,12,14,12,3,25,0,0,3,14,1,3,0,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-08-24,2,19,34,36,71,13,116,15,4,11,0,8,18,0,13,1,1,5,17,0,7,0,2,0,2,6,0,2,1,0,0,0,0,0,0,1,0,0,0
2016-08-25,5,17,51,19,64,8,89,22,2,11,11,19,20,1,15,0,43,3,18,0,5,0,5,1,1,2,0,5,1,0,0,0,0,0,0,1,0,1,0
2016-08-26,1,7,50,30,50,11,113,16,3,9,15,10,26,2,41,0,0,7,11,1,5,0,0,0,1,4,2,4,1,0,0,0,1,3,0,0,0,0,0
2016-08-27,2,14,43,53,46,8,112,13,1,6,6,15,21,0,26,1,2,2,12,3,4,0,1,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0
2016-08-28,10,15,42,55,49,6,81,19,3,8,8,8,17,1,25,0,0,6,18,3,5,0,1,0,1,2,4,1,0,0,0,0,1,0,0,0,0,0,0
2016-08-29,4,16,52,32,58,13,116,10,3,11,11,10,8,0,24,2,2,7,15,1,5,0,0,2,0,3,1,5,1,0,0,0,0,1,0,0,0,0,0
