date,WEAPON LAWS,WARRANTS,NON-CRIMINAL,ASSAULT,OTHER OFFENSES,MISSING PERSON,LARCENY/THEFT,BURGLARY,STOLEN PROPERTY,ROBBERY,FRAUD,DRUG/NARCOTIC,VEHICLE THEFT,RECOVERED VEHICLE,VANDALISM,ARSON,PROSTITUTION,SECONDARY CODES,SUSPICIOUS OCC,DRUNKENNESS,TRESPASS,"SEX OFFENSES, NON FORCIBLE","SEX OFFENSES, FORCIBLE",RUNAWAY,KIDNAPPING,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,FORGERY/COUNTERFEITING,EMBEZZLEMENT,BRIBERY,FAMILY OFFENSES,GAMBLING,SUICIDE,LIQUOR LAWS,EXTORTION,LOITERING,TREA,BAD CHECKS,PORNOGRAPHY/OBSCENE MAT
2016-08-30,5,9,42,34,52,10,82,16,2,6,6,10,21,4,24,0,1,7,17,0,3,0,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0
2016-08-31,8,18,44,35,69,13,100,13,2,10,7,11,23,1,22,0,0,8,16,0,8,0,0,1,1,3,2,1,0,0,0,0,0,1,0,0,0,1,0
2016-09-01,4,19,47,31,81,17,101,17,3,3,14,8,16,2,18,0,26,7,10,2,4,1,2,0,0,2,2,1,1,0,0,0,1,1,4,0,0,0,0
2016-09-02,4,22,57,41,74,25,111,22,1,10,6,12,12,0,40,0,1,5,20,1,5,1,6,1,2,2,3,1,1,0,0,0,1,2,0,0,0,0,0
2016-09-03,4,11,55,41,52,1,120,11,2,7,9,17,14,0,25,2,0,7,13,1,5,1,7,0,1,2,2,1,0,0,0,0,0,0,1,0,0,1,0
2016-09-04,10,9,27,40,47,15,127,16,4,7,7,12,16,1,23,0,0,8,16,1,5,0,1,0,2,1,4,1,0,0,0,0,0,0,0,0,0,1,0
2016-09-05,3,16,39,38,48,6,90,11,2,6,5,11,21,0,24,0,2,2,14,2,5,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
2016-09-06,3,22,44,32,51,10,118,16,3,14,10,18,13,1,23,0,2,6,18,2,3,0,2,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0
2016-09-07,5,19,49,32,68,4,89,19,2,4,6,12,17,2,28,0,4,6,15,2,10,0,3,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0
2016-09-08,6,17,38,38,40,16,118,13,3,8,11,7,16,1,19,1,0,7,13,2,5,0,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
2016-09-09,4,8,59,43,59,7,125,18,2,8,10,5,17,0,26,0,3,2,13,0,5,0,5,0,2,4,0,1,0,0,0,1,0,1,0,1,0,0,0
2016-09-10,4,15,58,37,58,12,108,21,2,15,8,5,19,1,20,0,1,5,21,3,2,1,8,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2016-09-11,7,15,57,35,31,6,105,14,0,8,2,6,16,0,27,0,0,10,10,1,1,0,0,0,1,1,4,1,0,0,0,0,0,2,0,0,0,0,0
2016-09-12,3,15,59,22,46,7,122,16,1,3,5,18,15,1,23,0,0,2,9,1,8,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-09-13,3,12,46,36,56,5,99,11,4,7,9,14,14,4,35,1,1,9,22,2,7,0,1,1,1,3,0,5,1,1,0,0,0,0,0,0,0,0,0
2016-09-14,5,16,43,40,63,8,100,21,2,4,3,4,13,3,22,0,0,9,16,0,3,0,5,1,0,2,0,3,0,1,0,0,0,1,0,0,0,0,0
2016-09-15,4,16,58,46,71,8,125,16,2,10,9,13,10,2,27,1,0,4,18,1,5,1,8,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0
2016-09-16,4,14,56,51,47,19,118,19,3,9,9,5,13,1,29,0,0,2,13,5,8,0,0,0,0,2,0,3,0,1,0,0,1,0,0,1,0,0,0
2016-09-17,4,12,49,48,46,18,142,15,3,9,7,8,16,0,26,2,1,2,15,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2016-09-18,8,18,45,49,41,10,129,12,4,13,7,5,18,1,23,0,0,8,16,1,3,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-09-19,7,14,48,32,37,9,101,20,2,9,8,12,18,0,26,1,0,10,13,0,7,0,2,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0
2016-09-20,2,17,37,41,51,10,94,24,6,9,5,15,11,2,23,1,1,5,11,3,9,0,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-09-21,7,15,49,34,58,16,92,21,4,10,5,11,11,0,17,0,0,4,20,1,8,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0
2016-09-22,3,11,36,50,46,9,98,20,4,8,7,7,30,0,20,2,34,6,23,0,9,0,4,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0
2016-09-23,4,15,43,45,55,15,117,22,3,7,8,12,20,2,31,0,1,8,18,3,7,0,3,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0
2016-09-24,7,15,61,43,59,16,122,15,0,6,6,12,21,2,25,0,0,6,19,0,7,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-09-25,6,12,63,49,51,4,107,18,4,6,12,4,20,2,31,1,0,8,14,4,5,0,1,2,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0
2016-09-26,5,13,45,47,60,11,109,16,2,7,2,9,16,4,24,1,0,4,27,2,3,0,4,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-09-27,5,15,57,51,53,16,108,14,1,8,10,6,14,4,20,0,2,6,23,0,2,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-09-28,7,20,69,34,51,5,134,20,4,12,4,10,12,2,25,0,1,6,17,0,6,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-09-29,4,10,55,34,47,6,96,21,0,6,3,15,14,1,21,0,0,3,19,0,2,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-09-30,6,15,46,39,56,22,132,20,0,9,10,4,20,1,27,1,0,7,22,0,5,0,3,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0
2016-10-01,3,11,60,44,62,16,126,15,2,9,7,14,19,2,24,0,0,6,26,1,7,0,6,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-10-02,6,10,53,26,48,14,101,14,2,11,4,9,18,1,20,0,0,3,16,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
2016-10-03,7,16,41,37,60,10,118,14,3,12,5,12,26,0,23,0,1,7,17,1,6,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-10-04,6,16,66,20,69,14,115,13,1,14,6,13,27,0,15,0,0,8,21,1,3,0,2,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0
2016-10-05,3,8,60,44,41,10,129,7,2,14,7,5,15,4,17,3,0,4,9,1,7,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0
2016-10-06,7,8,43,29,56,14,131,13,1,8,7,11,17,1,20,1,0,6,14,2,6,0,5,0,0,3,1,4,0,0,0,0,0,1,0,0,0,0,0
2016-10-07,13,18,59,43,56,18,117,20,2,9,5,14,18,3,30,0,0,4,19,5,7,0,7,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0
2016-10-08,8,24,70,49,62,18,126,27,1,14,10,23,24,2,22,0,0,6,21,2,10,0,3,1,1,1,3,1,0,1,0,0,0,1,0,0,0,0,1
2016-10-09,6,18,55,55,49,6,105,5,0,9,7,17,31,1,22,1,0,7,14,1,9,1,2,0,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0
2016-10-10,6,30,39,40,87,7,98,15,10,7,6,28,17,2,23,0,1,10,19,0,4,0,2,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0
2016-10-11,1,15,53,25,56,24,96,16,1,6,4,7,22,2,23,0,0,10,17,1,8,1,1,0,1,4,2,1,0,1,1,0,0,3,0,0,0,0,0
2016-10-12,9,25,46,30,68,19,101,15,5,5,7,21,18,6,23,1,2,6,24,0,6,0,0,4,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0
2016-10-13,8,27,53,38,54,12,117,11,1,5,3,18,14,1,28,0,37,7,12,0,5,0,2,1,0,3,0,0,2,0,0,0,0,1,1,0,0,0,0
2016-10-14,3,11,49,34,51,13,141,13,1,12,8,7,20,4,24,1,6,8,12,1,6,0,3,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2016-10-15,0,16,58,42,28,15,133,13,0,9,4,10,13,1,27,0,5,5,22,4,4,0,8,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0
2016-10-16,7,17,39,40,50,8,120,15,1,5,5,15,11,0,35,1,0,3,16,0,8,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-17,15,15,35,43,54,11,131,14,1,10,11,7,15,2,28,1,0,8,13,0,5,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-10-18,6,19,47,23,56,3,99,17,1,13,3,19,18,4,19,1,1,5,21,2,8,1,4,0,1,4,1,1,2,1,0,0,0,0,0,0,0,1,0
2016-10-19,7,15,42,33,65,9,118,16,2,6,11,17,18,1,17,1,0,10,17,2,7,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,1,0
2016-10-20,5,20,44,39,45,17,103,14,2,6,10,18,23,1,28,2,0,10,24,1,3,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0
2016-10-21,3,12,41,30,49,9,134,16,2,9,5,12,30,0,26,0,0,6,20,3,3,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2016-10-22,5,12,50,47,47,6,128,17,2,10,5,5,23,1,26,0,0,6,14,1,3,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2016-10-23,6,9,40,31,47,14,102,14,3,10,4,8,18,2,41,1,0,3,11,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-10-24,2,13,38,28,62,8,140,18,1,10,8,12,24,1,22,2,1,4,13,1,1,0,1,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-10-25,5,19,39,38,56,16,123,18,5,3,8,17,14,1,25,1,0,5,18,0,8,0,1,2,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0
2016-10-26,5,11,48,40,47,11,129,16,6,10,8,11,13,2,28,1,0,3,24,2,9,0,2,1,0,5,0,0,3,0,0,0,0,1,0,0,0,0,0
2016-10-27,3,11,54,45,55,7,121,17,2,11,4,19,16,4,24,0,0,6,19,0,8,0,7,1,2,2,3,3,0,0,0,0,0,1,0,0,0,0,0
2016-10-28,3,7,54,46,48,20,151,12,0,8,4,7,20,1,35,0,0,6,17,2,5,0,1,0,0,4,1,1,0,1,0,0,0,1,0,0,0,1,0
2016-10-29,5,19,40,33,44,16,133,15,2,13,7,10,15,2,29,1,1,4,18,4,4,0,3,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0
2016-10-30,5,6,44,44,36,18,133,14,2,19,10,5,29,1,29,0,1,4,18,3,3,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-31,8,11,35,53,56,14,131,15,2,15,13,9,16,4,33,1,0,6,14,0,7,0,5,0,1,2,0,5,0,1,0,0,0,0,0,1,0,0,0
2016-11-01,5,16,48,44,69,12,99,7,3,10,8,15,25,1,19,0,0,10,24,1,8,0,9,0,3,6,2,6,3,1,0,0,0,0,0,0,0,0,0
2016-11-02,8,13,40,40,52,13,92,15,7,2,10,13,29,3,33,0,0,8,25,0,6,0,2,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-11-03,2,18,53,46,55,18,108,19,3,13,5,18,17,2,27,1,0,9,18,1,4,1,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-11-04,10,10,59,43,63,10,133,13,3,11,12,14,19,4,29,0,2,7,19,0,2,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-11-05,2,13,46,50,47,12,121,9,2,5,3,10,18,3,31,2,0,4,16,2,4,0,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0
2016-11-06,2,11,56,41,40,14,119,16,0,12,2,10,14,1,30,1,0,7,15,0,7,0,1,0,1,2,3,1,2,0,1,0,1,0,0,0,0,0,0
2016-11-07,5,7,39,27,47,13,119,7,1,8,3,7,12,2,27,0,0,10,22,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-11-08,2,13,44,38,67,23,100,12,5,12,4,10,18,2,29,0,0,5,16,2,6,0,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-09,3,12,46,28,50,15,107,15,1,10,7,8,26,3,22,3,0,4,15,0,10,0,0,1,0,6,1,2,0,0,0,0,1,1,0,0,0,0,0
2016-11-10,5,7,35,56,41,17,118,15,1,14,8,6,23,2,31,0,4,2,24,1,5,0,9,0,5,4,2,2,1,0,0,0,0,0,1,0,0,0,0
2016-11-11,12,9,46,48,57,25,113,20,3,9,5,18,16,0,32,0,0,6,17,0,7,0,4,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
2016-11-12,8,11,46,50,72,10,136,17,2,13,8,9,21,6,27,1,0,6,17,0,3,0,3,0,2,1,3,2,0,0,0,0,0,1,0,0,0,0,0
2016-11-13,2,7,30,28,47,10,115,13,1,8,5,5,16,2,18,1,2,3,18,3,2,0,5,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0
2016-11-14,8,18,34,38,50,15,106,15,0,10,9,11,19,2,21,2,0,5,19,0,7,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-11-15,13,17,47,44,61,9,124,19,2,10,13,15,14,6,17,3,0,9,26,1,8,0,4,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0
2016-11-16,6,15,47,49,47,19,121,18,1,12,6,10,19,3,22,0,1,9,15,0,15,0,1,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
2016-11-17,5,14,45,39,51,8,131,20,1,5,5,10,14,2,27,1,0,9,23,2,10,1,3,0,1,4,0,1,0,0,0,0,2,0,0,0,0,0,0
2016-11-18,5,17,49,45,64,7,126,19,4,9,6,14,26,5,19,5,34,5,17,1,1,0,2,0,1,1,2,2,2,0,0,0,0,1,0,0,0,0,0
2016-11-19,4,11,35,45,43,18,123,11,2,13,13,12,23,1,24,2,0,5,13,1,2,0,5,0,2,3,2,1,0,0,0,0,0,2,1,0,0,0,0
2016-11-20,8,10,46,35,66,3,116,13,4,8,3,15,22,2,31,0,0,4,18,2,3,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0
2016-11-21,4,10,53,26,50,13,115,17,2,16,7,6,14,4,22,1,0,10,14,0,5,0,4,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0
2016-11-22,6,13,48,42,54,26,118,10,0,15,5,11,20,0,18,1,0,3,24,1,6,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2016-11-23,5,15,45,34,48,13,115,20,2,11,6,16,27,3,33,2,1,2,13,0,9,0,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-24,6,12,31,32,34,8,82,18,2,3,6,8,12,1,27,0,0,7,16,1,5,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-11-25,7,17,50,43,66,23,140,11,1,11,10,10,18,5,22,1,0,6,11,1,6,0,1,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0
2016-11-26,5,15,48,38,68,4,127,20,3,7,6,10,21,1,36,0,0,4,14,0,11,0,4,0,2,3,1,1,1,0,0,0,2,0,0,0,0,0,0
2016-11-27,4,13,40,36,53,15,111,14,4,11,5,11,21,2,34,1,0,6,15,1,6,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-11-28,2,18,42,35,51,11,97,10,3,11,9,10,20,3,27,0,1,4,18,2,4,0,4,1,0,2,3,1,0,0,0,0,2,0,1,0,0,0,0
2016-11-29,10,14,48,36,67,15,110,25,3,8,7,8,13,5,24,3,0,6,15,0,8,0,3,1,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0
2016-11-30,4,9,38,28,57,14,115,10,1,6,4,5,29,3,20,1,0,4,11,0,5,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0
2016-12-01,2,16,51,35,63,14,113,14,1,9,10,7,13,5,19,1,44,4,28,1,5,0,0,0,1,2,2,3,1,0,0,0,0,0,0,0,0,1,0
2016-12-02,5,15,62,43,52,16,139,13,3,7,9,8,17,1,29,0,0,5,16,0,4,0,1,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0
2016-12-03,3,15,35,40,34,9,118,8,3,12,2,12,23,0,22,1,2,5,17,2,8,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
2016-12-04,5,9,54,20,49,9,124,18,2,12,8,6,21,1,33,1,0,5,12,2,3,0,3,0,1,0,2,4,1,0,0,0,2,0,0,0,0,0,0
2016-12-05,4,12,46,39,52,12,120,13,3,9,3,12,24,4,28,2,0,5,16,1,7,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2016-12-06,4,14,46,32,52,12,137,20,2,8,2,12,23,1,30,1,0,6,13,0,10,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0
2016-12-07,3,13,39,27,46,8,114,11,2,7,9,5,26,0,18,1,1,6,20,1,3,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2016-12-08,3,9,43,37,37,8,89,24,2,11,7,6,16,2,36,2,0,4,19,1,2,0,6,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2016-12-09,1,15,47,38,44,10,151,11,0,11,5,9,17,2,20,1,0,3,14,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-12-10,1,5,52,53,40,10,141,15,0,13,5,6,15,0,38,1,0,1,10,3,5,0,6,0,3,2,2,0,1,0,0,0,1,0,0,1,0,0,0
2016-12-11,8,7,37,45,52,7,134,21,2,18,8,8,18,1,35,1,0,3,20,1,4,0,2,0,2,5,3,0,0,1,0,0,0,0,0,0,0,0,0
2016-12-12,3,21,47,43,72,4,114,18,5,9,8,11,16,2,34,0,0,9,16,0,7,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0
2016-12-13,4,15,44,47,48,14,121,16,2,10,5,10,18,3,25,0,0,5,18,0,3,0,2,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0
2016-12-14,6,22,63,44,58,19,128,28,3,7,10,19,31,1,24,0,0,9,18,3,5,0,1,0,1,3,0,2,0,0,0,0,1,0,1,0,0,0,0
2016-12-15,4,10,47,39,46,12,140,17,0,6,9,5,15,4,23,1,0,3,13,2,3,0,4,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0
2016-12-16,2,17,64,35,61,9,157,22,3,12,4,10,21,3,30,1,0,4,15,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
2016-12-17,2,11,50,44,39,12,131,21,0,8,7,7,16,1,28,0,0,6,15,2,3,0,0,1,1,3,3,1,0,1,2,0,0,0,1,0,0,0,0
2016-12-18,0,17,53,25,38,11,101,15,4,9,4,13,16,1,22,2,0,3,15,3,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-12-19,3,17,62,28,48,5,126,25,2,7,4,10,31,5,22,1,0,4,18,2,5,0,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0
2016-12-20,5,12,42,31,68,11,149,21,4,13,2,11,14,2,24,0,0,3,23,1,7,0,1,3,1,3,2,3,0,0,0,0,0,3,0,0,0,0,0
2016-12-21,2,18,49,40,57,13,94,16,4,8,3,14,22,3,14,1,0,7,17,1,6,0,1,0,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0
2016-12-22,8,26,52,36,64,24,132,21,1,14,8,19,10,1,23,0,1,3,12,2,9,0,3,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0
2016-12-23,7,16,49,35,55,7,128,25,4,9,9,7,12,1,41,0,0,2,19,3,5,0,2,0,0,0,1,3,0,0,1,0,1,1,0,0,0,0,0
2016-12-24,6,12,38,38,37,3,123,20,2,7,4,7,14,1,29,1,0,5,14,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2016-12-25,2,3,33,30,23,2,62,13,3,7,3,4,15,0,10,0,0,2,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-26,4,14,26,25,63,11,93,18,0,7,12,10,9,0,24,2,1,4,22,2,5,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-12-27,6,19,32,36,56,11,132,14,1,10,9,19,22,3,29,0,0,4,18,2,6,0,0,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0
2016-12-28,4,14,49,29,47,4,112,17,2,13,6,11,11,2,41,1,0,2,18,2,6,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-12-29,3,19,51,38,45,7,135,17,0,6,5,13,12,5,26,0,0,3,21,3,4,0,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0
2016-12-30,2,14,47,42,58,14,140,6,4,7,4,4,18,2,24,0,0,5,16,2,4,0,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2016-12-31,3,17,66,42,60,15,135,11,2,10,9,11,21,3,32,0,0,5,15,3,6,1,3,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0
